arm,request_contract,workload,cache_state,entities,source_sha256,closure_entities,source_bytes,pinned_source_bytes,pin_us,materialized_payload_bytes,repetition,repeated_materialize_us,first_exact_bounded_us,proof
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,399,353,9,78,479,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,392,353,10,78,470,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,907,353,11,84,1007,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,409,353,12,80,492,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,400,353,13,79,479,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,417,353,14,77,495,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,405,353,15,76,482,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,394,353,16,76,470,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,386,353,17,75,462,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,386,353,18,76,464,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,380,353,19,75,455,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,386,353,20,75,461,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,397,353,21,75,472,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,1757,353,22,83,1859,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,1489,353,23,243,1952,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,2470,353,24,86,2584,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,1470,353,25,86,1581,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,1239,353,26,87,1447,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,937,353,27,81,1033,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,706,353,28,81,797,requires_full_admission_for_formula
D-bounded,near_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,2,217323,217323,420,353,29,149,504,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,828,108137,0,2606,3732,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,506,108137,1,4460,3006,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,497,108137,2,3354,3074,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,502,108137,3,4829,3467,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,2466,108137,4,5498,7654,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,540,108137,5,2670,3032,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,468,108137,6,2520,3201,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,512,108137,7,4873,4772,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,1601,108137,8,3328,7362,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,1807,108137,9,3766,6929,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,1330,108137,10,4128,4103,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,530,108137,11,4242,3372,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,7373,108137,12,4792,10003,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,3841,108137,13,4280,6820,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,1826,108137,14,2953,6096,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,1834,108137,15,2550,4721,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,513,108137,16,2675,3538,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,1569,108137,17,2666,6998,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,545,108137,18,5174,3137,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,502,108137,19,3036,4309,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,558,108137,20,4175,2969,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,549,108137,21,3399,4090,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,529,108137,22,3635,5442,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,526,108137,23,3265,2936,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,491,108137,24,3321,4294,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,636,108137,25,2916,3889,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,2578,108137,26,3014,9274,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,525,108137,27,3141,3088,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,517,108137,28,4682,4606,requires_full_admission_for_formula
D-bounded,random_mid_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,501,217323,217323,1061,108137,29,4153,5176,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,2628,215921,0,5986,9935,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,529,215921,1,7123,6383,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,572,215921,2,11187,6123,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1463,215921,3,6887,14063,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1748,215921,4,6317,7155,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1056,215921,5,7420,7361,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1914,215921,6,5076,8883,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1125,215921,7,6618,6917,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1133,215921,8,5988,6620,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,579,215921,9,7401,5381,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,2209,215921,10,8869,17933,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1311,215921,11,6695,9586,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,550,215921,12,9136,7109,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,640,215921,13,5512,5538,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,808,215921,14,7242,7342,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1159,215921,15,6464,7402,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,542,215921,16,5787,6443,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,532,215921,17,4991,5661,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1194,215921,18,8470,5940,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,3461,215921,19,5547,20488,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1189,215921,20,6903,10165,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1047,215921,21,8231,10239,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,573,215921,22,6702,5578,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1422,215921,23,6332,6475,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,945,215921,24,8557,8238,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,811,215921,25,7132,7313,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,1646,215921,26,7038,12240,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,662,215921,27,10645,6463,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,540,215921,28,7344,8700,requires_full_admission_for_formula
D-bounded,far_dependency,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,1000,217323,217323,3602,215921,29,8290,19649,requires_full_admission_for_formula
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,953,215784,0,9423,7660,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,1120,215784,1,6603,9221,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,894,215784,2,7837,6653,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,1785,215784,3,6042,12173,requires_full_admission
D-bounded,cold_reverse_dependents,deep_dependency_chain,os_cache_warm,1000,e7f306d6a087b66ee49003efecf058ed5cc1780acc3144e728cd2a399a784c4c,999,217323,217323,538,215784,4,5580,5667,requires_full_admission
